"cnty"	"dist"	"schl"	"cntyname"	"distname"	"schlname"	"DFG"	"ttltstd"	"ttlpapnum"	"percpass"	"percpassdfg"	"diff"
"17"	"3610"	"070"	"HUDSON    "	"NORTH BERGEN"	"HORACE MANN NO 9         "	"B "	1931.00	1339.95	69.39	63.76	5.62
"17"	"3610"	"080"	"HUDSON    "	"NORTH BERGEN"	"JOHN F KENNEDY NO 7      "	"B "	806.00	501.86	62.26	63.76	-1.50
"17"	"3610"	"090"	"HUDSON    "	"NORTH BERGEN"	"LINCOLN NO 5             "	"B "	1235.00	822.76	66.62	63.76	2.85
"17"	"3610"	"100"	"HUDSON    "	"NORTH BERGEN"	"MCKINLEY NO 10           "	"B "	616.00	439.94	71.41	63.76	7.64
"17"	"3610"	"110"	"HUDSON    "	"NORTH BERGEN"	"ROBERT FULTON NO 2       "	"B "	1858.00	1261.86	67.91	63.76	4.14
"17"	"4730"	"   "	"HUDSON    "	"SECAUCUS"	""	"DE"	2374.00	1837.05	77.38	75.81	1.56
"17"	"4730"	"050"	"HUDSON    "	"SECAUCUS"	"SECAUCUS H.S."	"DE"	303.00	270.02	89.11	75.81	13.30
"17"	"4730"	"065"	"HUDSON    "	"SECAUCUS"	"CLARENDON NO 4           "	"DE"	724.00	569.93	78.72	75.81	2.90
"17"	"4730"	"070"	"HUDSON    "	"SECAUCUS"	"HUBER ST NO 3            "	"DE"	733.00	548.07	74.77	75.81	-1.04
"17"	"4730"	"080"	"HUDSON    "	"SECAUCUS"	"SECAUCUS MIDDLE SCHOOL   "	"DE"	610.00	446.86	73.25	75.81	-2.55
"17"	"5240"	"   "	"HUDSON    "	"UNION CITY"	""	"A "	11369.00	7679.41	67.54	51.53	16.01
"17"	"5240"	"055"	"HUDSON    "	"UNION CITY"	"UNION CITY HS"	"A "	1319.00	984.71	74.65	51.53	23.12
"17"	"5240"	"070"	"HUDSON    "	"UNION CITY"	"THOMAS A EDISON          "	"A "	1241.00	695.09	56.01	51.53	4.47
"17"	"5240"	"080"	"HUDSON    "	"UNION CITY"	"SARA M GILMORE           "	"A "	420.00	313.02	74.52	51.53	22.99
"17"	"5240"	"090"	"HUDSON    "	"UNION CITY"	"HUDSON                   "	"A "	554.00	427.05	77.08	51.53	25.55
"17"	"5240"	"100"	"HUDSON    "	"UNION CITY"	"JEFFERSON E.S. "	"A "	246.00	172.07	69.94	51.53	18.41
"17"	"5240"	"105"	"HUDSON    "	"UNION CITY"	"EMERSON MIDDLE SCHOOL"	"A "	1710.00	1030.39	60.25	51.53	8.72
"17"	"5240"	"110"	"HUDSON    "	"UNION CITY"	"ROOSEVELT                "	"A "	1071.00	723.96	67.59	51.53	16.06
"17"	"5240"	"118"	"HUDSON    "	"UNION CITY"	"VETERAN'S MEMORIAL SCHOOL"	"A "	512.00	376.91	73.61	51.53	22.08
"17"	"5240"	"120"	"HUDSON    "	"UNION CITY"	"WASHINGTON               "	"A "	959.00	603.84	62.96	51.53	11.43
"17"	"5240"	"130"	"HUDSON    "	"UNION CITY"	"ROBERT WATERS            "	"A "	1251.00	812.82	64.97	51.53	13.43
"17"	"5240"	"140"	"HUDSON    "	"UNION CITY"	"WOODROW WILSON           "	"A "	654.00	582.10	89.00	51.53	37.47
"17"	"5240"	"150"	"HUDSON    "	"UNION CITY"	"UNION HILL MIDDLE SCHOOL"	"A "	1432.00	956.89	66.82	51.53	15.28
"17"	"5580"	"   "	"HUDSON    "	"WEEHAWKEN TOWNSHIP"	""	"CD"	1290.00	1037.00	80.38	68.63	11.74
"17"	"5580"	"050"	"HUDSON    "	"WEEHAWKEN TOWNSHIP"	"WEEHAWKEN H.S."	"CD"	132.00	119.98	90.90	68.63	22.26
"17"	"5580"	"050"	"HUDSON    "	"WEEHAWKEN TOWNSHIP"	"WEEHAWKEN HIGH           "	"CD"	352.00	248.99	70.73	68.63	2.09
"17"	"5580"	"080"	"HUDSON    "	"WEEHAWKEN TOWNSHIP"	"THEODORE ROOSEVELT  #5   "	"CD"	806.00	668.02	82.88	68.63	14.24
"17"	"5670"	"   "	"HUDSON    "	"WEST NEW YORK"	""	"A "	6858.00	4711.27	68.69	51.53	17.16
"17"	"5670"	"050"	"HUDSON    "	"WEST NEW YORK"	"MEMORIAL H.S."	"A "	626.00	492.97	78.75	51.53	27.21
"17"	"5670"	"060"	"HUDSON    "	"WEST NEW YORK"	"NUMBER 1                 "	"A "	778.00	532.10	68.39	51.53	16.85
"17"	"5670"	"065"	"HUDSON    "	"WEST NEW YORK"	"NUMBER 2                 "	"A "	743.00	522.99	70.39	51.53	18.85
"17"	"5670"	"070"	"HUDSON    "	"WEST NEW YORK"	"NUMBER 3                 "	"A "	557.00	414.98	74.50	51.53	22.96
"17"	"5670"	"080"	"HUDSON    "	"WEST NEW YORK"	"NUMBER 4                 "	"A "	855.00	640.90	74.95	51.53	23.42
"17"	"5670"	"090"	"HUDSON    "	"WEST NEW YORK"	"NUMBER 5                 "	"A "	626.00	411.01	65.65	51.53	14.12
"17"	"5670"	"100"	"HUDSON    "	"WEST NEW YORK"	"HARRY L BAIN             "	"A "	829.00	525.99	63.44	51.53	11.91
"17"	"5670"	"110"	"HUDSON    "	"WEST NEW YORK"	"WEST NEW YORK MS         "	"A "	1844.00	1170.19	63.45	51.53	11.92
"19"	"0020"	"   "	"HUNTERDON "	"ALEXANDRIA TWP"	""	"GH"	835.00	670.18	80.26	82.71	-2.44
"19"	"0020"	"005"	"HUNTERDON "	"ALEXANDRIA TWP"	"ALEXANDRIA SCHOOL        "	"GH"	751.00	594.20	79.12	82.71	-3.58
"19"	"0020"	"010"	"HUNTERDON "	"ALEXANDRIA TWP"	"LESTER D WILSON ES "	"GH"	84.00	75.97	90.45	82.71	7.73
"19"	"0370"	"   "	"HUNTERDON "	"BETHLEHEM TWP"	""	"I "	806.00	702.19	87.12	87.55	-0.43
"19"	"0370"	"020"	"HUNTERDON "	"BETHLEHEM TWP"	"ETHEL HOPPOCK ELEM       "	"I "	398.00	343.03	86.19	87.55	-1.36
"19"	"0370"	"070"	"HUNTERDON "	"BETHLEHEM TWP"	"THOMAS B. CONLEY E.S. "	"I "	408.00	359.16	88.02	87.55	0.47
"19"	"0430"	"   "	"HUNTERDON "	"BLOOMSBURY BORO"	""	"GH"	207.00	164.02	79.23	82.71	-3.47
"19"	"0430"	"020"	"HUNTERDON "	"BLOOMSBURY BORO"	"BLOOMSBURY BOROUGH       "	"GH"	207.00	164.02	79.23	82.71	-3.47
"19"	"0670"	"   "	"HUNTERDON "	"CALIFON BORO"	""	"I "	194.00	152.03	78.36	87.55	-9.18
"19"	"0670"	"030"	"HUNTERDON "	"CALIFON BORO"	"CALIFON BOROUGH          "	"I "	194.00	152.03	78.36	87.55	-9.18
"19"	"0910"	"   "	"HUNTERDON "	"CLINTON TOWN"	""	"I "	697.00	604.10	86.67	87.55	-0.88
"19"	"0910"	"030"	"HUNTERDON "	"CLINTON TOWN"	"CLINTON TOWN             "	"I "	697.00	604.10	86.67	87.55	-0.88
"19"	"0920"	"   "	"HUNTERDON "	"CLINTON TWP"	""	"I "	2566.00	2206.33	85.98	87.55	-1.56
"19"	"0920"	"035"	"HUNTERDON "	"CLINTON TWP"	"PATRICK MCGAHERAN "	"I "	334.00	277.05	82.95	87.55	-4.60
"19"	"0920"	"040"	"HUNTERDON "	"CLINTON TWP"	"ROUND VALLEY             "	"I "	1307.00	1127.03	86.23	87.55	-1.32
"19"	"0920"	"050"	"HUNTERDON "	"CLINTON TWP"	"CLINTON TOWNSHIP MIDDLE"	"I "	923.00	800.25	86.70	87.55	-0.85
"19"	"1040"	"   "	"HUNTERDON "	"DELAWARE TWP"	""	"GH"	628.00	522.07	83.13	82.71	0.42
"19"	"1040"	"040"	"HUNTERDON "	"DELAWARE TWP"	"DELAWARE TWP NO 1        "	"GH"	628.00	522.07	83.13	82.71	0.42
"19"	"1050"	"   "	"HUNTERDON "	"DELAWARE VALLEY REG H"	""	"GH"	524.00	477.36	91.10	82.71	8.38
"19"	"1050"	"040"	"HUNTERDON "	"DELAWARE VALLEY REG H"	"DELAWARE VALLEY REG. HS"	"GH"	524.00	477.36	91.10	82.71	8.38
"19"	"1160"	"   "	"HUNTERDON "	"EAST AMWELL TWP"	""	"I "	652.00	557.03	85.43	87.55	-2.11
"19"	"1160"	"050"	"HUNTERDON "	"EAST AMWELL TWP"	"EAST AMWELL TWP          "	"I "	652.00	557.03	85.43	87.55	-2.11
"19"	"1510"	"   "	"HUNTERDON "	"FLEMINGTON-RARITAN REG"	""	"I "	5165.00	4466.03	86.46	87.55	-1.08
"19"	"1510"	"030"	"HUNTERDON "	"FLEMINGTON-RARITAN REG"	"BARLEY SHEAF E.S. "	"I "	440.00	381.98	86.81	87.55	-0.73
"19"	"1510"	"033"	"HUNTERDON "	"FLEMINGTON-RARITAN REG"	"COPPER HILL SCHOOL       "	"I "	572.00	505.03	88.29	87.55	0.73
"19"	"1510"	"035"	"HUNTERDON "	"FLEMINGTON-RARITAN REG"	"FRANCIS A. DESMARES E.S. "	"I "	486.00	416.89	85.78	87.55	-1.77
"19"	"1510"	"040"	"HUNTERDON "	"FLEMINGTON-RARITAN REG"	"READING-FLEMING INTERMEDIATE"	"I "	1621.00	1371.97	84.63	87.55	-2.91
"19"	"1510"	"045"	"HUNTERDON "	"FLEMINGTON-RARITAN REG"	"JP CASE MIDDLE"	"I "	1591.00	1402.82	88.17	87.55	0.61
"19"	"1510"	"050"	"HUNTERDON "	"FLEMINGTON-RARITAN REG"	"ROBERT HUNTER E.S. "	"I "	455.00	387.05	85.06	87.55	-2.48
"19"	"1600"	"   "	"HUNTERDON "	"FRANKLIN TWP"	""	"I "	434.00	387.99	89.39	87.55	1.84
"19"	"1600"	"050"	"HUNTERDON "	"FRANKLIN TWP"	"FRANKLIN TWP             "	"I "	434.00	387.99	89.39	87.55	1.84
"19"	"1680"	"   "	"HUNTERDON "	"FRENCHTOWN BORO"	""	"FG"	210.00	180.06	85.74	78.80	6.94
"19"	"1680"	"050"	"HUNTERDON "	"FRENCHTOWN BORO"	"EDITH ORT THOMAS         "	"FG"	210.00	180.06	85.74	78.80	6.94
"19"	"1970"	"   "	"HUNTERDON "	"HAMPTON BORO"	""	"DE"	112.00	83.00	74.11	75.81	-1.70
"19"	"1970"	"050"	"HUNTERDON "	"HAMPTON BORO"	"HAMPTON BORO             "	"DE"	112.00	83.00	74.11	75.81	-1.70
"19"	"2140"	"   "	"HUNTERDON "	"HIGH BRIDGE BORO"	""	"GH"	525.00	428.03	81.53	82.71	-1.18
"19"	"2140"	"055"	"HUNTERDON "	"HIGH BRIDGE BORO"	"HIGH BRIDGE MIDDLE       "	"GH"	272.00	231.02	84.93	82.71	2.22
"19"	"2140"	"060"	"HUNTERDON "	"HIGH BRIDGE BORO"	"HIGH BRIDGE ELEM         "	"GH"	253.00	197.01	77.87	82.71	-4.84
"19"	"2220"	"   "	"HUNTERDON "	"HOLLAND TWP"	""	"FG"	951.00	766.95	80.64	78.80	1.84
"19"	"2220"	"060"	"HUNTERDON "	"HOLLAND TWP"	"HOLLAND TWP ES "	"FG"	951.00	766.95	80.64	78.80	1.84
"19"	"2300"	"   "	"HUNTERDON "	"HUNTERDON CENTRAL REG"	""	"I "	1474.00	1417.25	96.15	87.55	8.59
"19"	"2300"	"050"	"HUNTERDON "	"HUNTERDON CENTRAL REG"	"HUNTERDON CENTRAL H.S."	"I "	1474.00	1417.25	96.15	87.55	8.59
"19"	"2450"	"   "	"HUNTERDON "	"KINGWOOD TWP"	""	"FG"	631.00	508.94	80.65	78.80	1.85
"19"	"2450"	"050"	"HUNTERDON "	"KINGWOOD TWP"	"KINGWOOD TWP             "	"FG"	631.00	508.94	80.65	78.80	1.85
"19"	"2530"	"   "	"HUNTERDON "	"LAMBERTVILLE CITY"	""	"GH"	198.00	166.00	83.84	82.71	1.12
"19"	"2530"	"050"	"HUNTERDON "	"LAMBERTVILLE CITY"	"LAMBERTVILLE             "	"GH"	198.00	166.00	83.84	82.71	1.12
"19"	"2590"	"   "	"HUNTERDON "	"LEBANON BORO"	""	"I "	22.00	16.00	72.75	87.55	-14.80
"19"	"2590"	"050"	"HUNTERDON "	"LEBANON BORO"	"LEBANON BOROUGH          "	"I "	22.00	16.00	72.75	87.55	-14.80
"19"	"2600"	"   "	"HUNTERDON "	"LEBANON TWP"	""	"I "	1151.00	1013.95	88.09	87.55	0.54
"19"	"2600"	"050"	"HUNTERDON "	"LEBANON TWP"	"WOODGLEN                 "	"I "	702.00	628.86	89.58	87.55	2.02
"19"	"2600"	"060"	"HUNTERDON "	"LEBANON TWP"	"VALLEY VIEW E.S. "	"I "	449.00	385.09	85.76	87.55	-1.78
"19"	"3180"	"   "	"HUNTERDON "	"MILFORD BORO"	""	"FG"	159.00	119.03	74.86	78.80	-3.93
"19"	"3180"	"050"	"HUNTERDON "	"MILFORD BORO"	"MILFORD BORO             "	"FG"	159.00	119.03	74.86	78.80	-3.93
"19"	"3660"	"   "	"HUNTERDON "	"NORTH HUNTERDON-VOORHEES"	""	"I "	1454.00	1390.70	95.64	87.55	8.09
"19"	"3660"	"050"	"HUNTERDON "	"NORTH HUNTERDON-VOORHEES"	"NORTH HUNTERDON H.S."	"I "	898.00	861.14	95.89	87.55	8.34
"19"	"3660"	"060"	"HUNTERDON "	"NORTH HUNTERDON-VOORHEES"	"VOORHEES H.S."	"I "	556.00	528.75	95.10	87.55	7.54
"19"	"4350"	"   "	"HUNTERDON "	"READINGTON TWP"	""	"I "	3017.00	2673.29	88.60	87.55	1.05
"19"	"4350"	"030"	"HUNTERDON "	"READINGTON TWP"	"HOLLAND BROOK SCHOOL     "	"I "	1127.00	983.04	87.22	87.55	-0.32
"19"	"4350"	"050"	"HUNTERDON "	"READINGTON TWP"	"READINGTON               "	"I "	1478.00	1308.12	88.50	87.55	0.95
"19"	"4350"	"060"	"HUNTERDON "	"READINGTON TWP"	"THREE BRIDGES E.S. "	"I "	188.00	178.03	94.70	87.55	7.14
"19"	"4350"	"070"	"HUNTERDON "	"READINGTON TWP"	"WHITEHOUSE E.S. "	"I "	224.00	204.06	91.10	87.55	3.54
"19"	"4890"	"   "	"HUNTERDON "	"SOUTH HUNTERDON REGIONAL"	""	"GH"	391.00	310.13	79.31	82.71	-3.39
"19"	"4890"	"050"	"HUNTERDON "	"SOUTH HUNTERDON REGIONAL"	"S HUNTERDON REG HIGH     "	"GH"	300.00	228.10	76.03	82.71	-6.67
"19"	"4890"	"050"	"HUNTERDON "	"SOUTH HUNTERDON REGIONAL"	"SOUTH HUNTERDON REGIONAL"	"GH"	91.00	82.02	90.14	82.71	7.42
"19"	"5050"	"   "	"HUNTERDON "	"STOCKTON BORO"	""	"FG"	0.00	0.00		78.80	
"19"	"5050"	"050"	"HUNTERDON "	"STOCKTON BORO"	"STOCKTON BORO            "	"FG"	0.00	0.00		78.80	
"19"	"5180"	"   "	"HUNTERDON "	"TEWKSBURY TWP"	""	"J "	1097.00	987.15	89.98	92.25	-2.26
"19"	"5180"	"030"	"HUNTERDON "	"TEWKSBURY TWP"	"OLD TURNPIKE SCHOOL      "	"J "	682.00	623.06	91.35	92.25	-0.89
"19"	"5180"	"055"	"HUNTERDON "	"TEWKSBURY TWP"	"TEWKSBURY ELEMENTARY SCHOOL "	"J "	413.00	363.07	87.91	92.25	-4.34
"19"	"5270"	"   "	"HUNTERDON "	"UNION TWP"	""	"GH"	754.00	687.95	91.24	82.71	8.52
"19"	"5270"	"050"	"HUNTERDON "	"UNION TWP"	"UNION TWP                "	"GH"	478.00	434.94	90.99	82.71	8.28
"19"	"5270"	"060"	"HUNTERDON "	"UNION TWP"	"UNION TOWNSHIP E.S. "	"GH"	276.00	253.00	91.66	82.71	8.95
"19"	"5600"	"   "	"HUNTERDON "	"WEST AMWELL TWP"	""	"GH"	329.00	284.97	86.61	82.71	3.90
"19"	"5600"	"050"	"HUNTERDON "	"WEST AMWELL TWP"	"WEST AMWELL TWP          "	"GH"	329.00	284.97	86.61	82.71	3.90
"21"	"1245"	"   "	"MERCER    "	"EAST WINDSOR REGIONAL"	""	"GH"	5932.00	4590.24	77.38	82.71	-5.33
"21"	"1245"	"050"	"MERCER    "	"EAST WINDSOR REGIONAL"	"HIGHTSTOWN HIGH SCHOOL"	"GH"	706.00	633.72	89.76	82.71	7.05
"21"	"1245"	"055"	"MERCER    "	"EAST WINDSOR REGIONAL"	"ETHEL MCKNIGHT           "	"GH"	744.00	577.05	77.56	82.71	-5.15
"21"	"1245"	"060"	"MERCER    "	"EAST WINDSOR REGIONAL"	"GRACE NORTON ROGERS SCH  "	"GH"	635.00	488.04	76.85	82.71	-5.85
"21"	"1245"	"070"	"MERCER    "	"EAST WINDSOR REGIONAL"	"MELVIN H KREPS SCHOOL    "	"GH"	2445.00	1817.67	74.34	82.71	-8.36
"21"	"1245"	"075"	"MERCER    "	"EAST WINDSOR REGIONAL"	"PERRY L DREW             "	"GH"	687.00	527.91	76.84	82.71	-5.86
"21"	"1245"	"080"	"MERCER    "	"EAST WINDSOR REGIONAL"	"WALTER C BLACK           "	"GH"	715.00	546.07	76.37	82.71	-6.33
"21"	"1430"	"   "	"MERCER    "	"EWING TWP. PUBLIC SCHOOLS"	""	"DE"	4276.00	2817.30	65.88	75.81	-9.92
"21"	"1430"	"050"	"MERCER    "	"EWING TWP. PUBLIC SCHOOLS"	"EWING HIGH"	"DE"	536.00	415.93	77.60	75.81	1.78
"21"	"1430"	"060"	"MERCER    "	"EWING TWP. PUBLIC SCHOOLS"	"GILMORE J FISHER MIDDLE  "	"DE"	1845.00	1086.01	58.86	75.81	-16.95
"21"	"1430"	"105"	"MERCER    "	"EWING TWP. PUBLIC SCHOOLS"	"FRANCIS LORE             "	"DE"	590.00	427.93	72.53	75.81	-3.28
"21"	"1430"	"130"	"MERCER    "	"EWING TWP. PUBLIC SCHOOLS"	"PARKWAY                  "	"DE"	594.00	353.95	59.58	75.81	-16.22
"21"	"1430"	"140"	"MERCER    "	"EWING TWP. PUBLIC SCHOOLS"	"WL ANTHEIL ELEMENTARY    "	"DE"	711.00	533.15	74.98	75.81	-0.82
"21"	"1950"	"   "	"MERCER    "	"HAMILTON TOWNSHIP"	""	"FG"	14103.00	9599.88	68.06	78.80	-10.73
"21"	"1950"	"050"	"MERCER    "	"HAMILTON TOWNSHIP"	"HAMILTON EAST-STEINERT H."	"FG"	765.00	646.11	84.45	78.80	5.65
"21"	"1950"	"055"	"MERCER    "	"HAMILTON TOWNSHIP"	"HAMILTON NORTH-NOTTINGHAM"	"FG"	573.00	457.92	79.91	78.80	1.11
"21"	"1950"	"060"	"MERCER    "	"HAMILTON TOWNSHIP"	"HAMILTON WEST-WATSON H.S."	"FG"	603.00	450.89	74.77	78.80	-4.02
"21"	"1950"	"070"	"MERCER    "	"HAMILTON TOWNSHIP"	"ALBERT E GRICE MIDDLE    "	"FG"	1807.00	1057.09	58.50	78.80	-20.30
"21"	"1950"	"080"	"MERCER    "	"HAMILTON TOWNSHIP"	"EMILY C REYNOLDS MIDDLE  "	"FG"	2173.00	1441.91	66.35	78.80	-12.44
"21"	"1950"	"083"	"MERCER    "	"HAMILTON TOWNSHIP"	"RICHARD C CROCKETT MIDDLE"	"FG"	1805.00	1116.48	61.85	78.80	-16.94
"21"	"1950"	"085"	"MERCER    "	"HAMILTON TOWNSHIP"	"ALEXANDER                "	"FG"	454.00	364.93	80.38	78.80	1.58
"21"	"1950"	"105"	"MERCER    "	"HAMILTON TOWNSHIP"	"GEORGE E. WILSON         "	"FG"	483.00	276.99	57.34	78.80	-21.45
"21"	"1950"	"110"	"MERCER    "	"HAMILTON TOWNSHIP"	"GREENWOOD                "	"FG"	280.00	166.96	59.63	78.80	-19.17
"21"	"1950"	"150"	"MERCER    "	"HAMILTON TOWNSHIP"	"KISTHARDT                "	"FG"	330.00	179.06	54.26	78.80	-24.54
"21"	"1950"	"160"	"MERCER    "	"HAMILTON TOWNSHIP"	"KLOCKNER                 "	"FG"	272.00	159.00	58.45	78.80	-20.34
"21"	"1950"	"170"	"MERCER    "	"HAMILTON TOWNSHIP"	"KUSER                    "	"FG"	406.00	202.00	49.75	78.80	-29.04
"21"	"1950"	"180"	"MERCER    "	"HAMILTON TOWNSHIP"	"LALOR                    "	"FG"	287.00	154.98	54.00	78.80	-24.80
"21"	"1950"	"185"	"MERCER    "	"HAMILTON TOWNSHIP"	"LANGTREE                 "	"FG"	436.00	319.08	73.18	78.80	-5.61
"21"	"1950"	"200"	"MERCER    "	"HAMILTON TOWNSHIP"	"MCGALLIARD               "	"FG"	319.00	216.97	68.01	78.80	-10.78
"21"	"1950"	"210"	"MERCER    "	"HAMILTON TOWNSHIP"	"MERCERVILLE              "	"FG"	404.00	291.95	72.26	78.80	-6.53
"21"	"1950"	"220"	"MERCER    "	"HAMILTON TOWNSHIP"	"MORGAN                   "	"FG"	404.00	326.09	80.71	78.80	1.91
"21"	"1950"	"225"	"MERCER    "	"HAMILTON TOWNSHIP"	"ROBINSON                 "	"FG"	471.00	349.08	74.11	78.80	-4.68
"21"	"1950"	"240"	"MERCER    "	"HAMILTON TOWNSHIP"	"SAYEN                    "	"FG"	347.00	239.96	69.15	78.80	-9.64
"21"	"1950"	"245"	"MERCER    "	"HAMILTON TOWNSHIP"	"SUNNYBRAE                "	"FG"	391.00	303.98	77.74	78.80	-1.05
"21"	"1950"	"250"	"MERCER    "	"HAMILTON TOWNSHIP"	"UNI HTS/HOWARD D MORRISON"	"FG"	391.00	321.90	82.32	78.80	3.52
"21"	"1950"	"260"	"MERCER    "	"HAMILTON TOWNSHIP"	"YARDVILLE                "	"FG"	380.00	301.92	79.45	78.80	0.65
"21"	"1950"	"270"	"MERCER    "	"HAMILTON TOWNSHIP"	"YARDVILLE HEIGHTS        "	"FG"	322.00	253.03	78.58	78.80	-0.22
"21"	"2280"	"   "	"MERCER    "	"HOPEWELL VALLEY REGIONAL"	""	"I "	4453.00	3976.24	89.29	87.55	1.74
"21"	"2280"	"030"	"MERCER    "	"HOPEWELL VALLEY REGIONAL"	"CENTRAL HIGH SCHOOL"	"I "	596.00	565.90	94.95	87.55	7.39
"21"	"2280"	"035"	"MERCER    "	"HOPEWELL VALLEY REGIONAL"	"BEAR TAVERN              "	"I "	540.00	463.04	85.74	87.55	-1.80
"21"	"2280"	"040"	"MERCER    "	"HOPEWELL VALLEY REGIONAL"	"TOLL GATE/GRAMMAR        "	"I "	362.00	326.07	90.07	87.55	2.52
"21"	"2280"	"055"	"MERCER    "	"HOPEWELL VALLEY REGIONAL"	"HOPEWELL                 "	"I "	558.00	527.97	94.61	87.55	7.06
"21"	"2280"	"065"	"MERCER    "	"HOPEWELL VALLEY REGIONAL"	"STONY BROOK ELEMENTARY   "	"I "	491.00	445.11	90.65	87.55	3.10
"21"	"2280"	"075"	"MERCER    "	"HOPEWELL VALLEY REGIONAL"	"TIMBERLANE MIDDLE SCH    "	"I "	1906.00	1648.30	86.47	87.55	-1.07
"21"	"2580"	"   "	"MERCER    "	"LAWRENCE TOWNSHIP"	""	"GH"	4458.00	3418.70	76.68	82.71	-6.02
"21"	"2580"	"040"	"MERCER    "	"LAWRENCE TOWNSHIP"	"LAWRENCE HIGH SCHOOL"	"GH"	576.00	495.80	86.07	82.71	3.36
"21"	"2580"	"050"	"MERCER    "	"LAWRENCE TOWNSHIP"	"LAWRENCE MIDDLE SCH      "	"GH"	1135.00	817.02	71.98	82.71	-10.72
"21"	"2580"	"070"	"MERCER    "	"LAWRENCE TOWNSHIP"	"BENJAMIN FRANKLIN E.S. "	"GH"	199.00	147.05	73.89	82.71	-8.81
"21"	"2580"	"080"	"MERCER    "	"LAWRENCE TOWNSHIP"	"ELDRIDGE PARK E.S. "	"GH"	122.00	103.02	84.45	82.71	1.73
"21"	"2580"	"085"	"MERCER    "	"LAWRENCE TOWNSHIP"	"LAWRENCE INTERMEDIATE SCH"	"GH"	2117.00	1597.58	75.46	82.71	-7.24
"21"	"2580"	"090"	"MERCER    "	"LAWRENCE TOWNSHIP"	"LAWRENCEVILLE ELEMENTARY SCHOOL "	"GH"	173.00	153.07	88.48	82.71	5.77
"21"	"2580"	"100"	"MERCER    "	"LAWRENCE TOWNSHIP"	"SLACKWOOD E.S. "	"GH"	136.00	104.99	77.20	82.71	-5.51
"21"	"4255"	"   "	"MERCER    "	"PRINCETON REGIONAL"	""	"I "	3496.00	3181.77	91.01	87.55	3.45
"21"	"4255"	"050"	"MERCER    "	"PRINCETON REGIONAL"	"PRINCETON H.S."	"I "	679.00	649.47	95.65	87.55	8.09
"21"	"4255"	"070"	"MERCER    "	"PRINCETON REGIONAL"	"JOHNSON PARK SCHOOL      "	"I "	377.00	334.94	88.84	87.55	1.29
"21"	"4255"	"080"	"MERCER    "	"PRINCETON REGIONAL"	"LITTLEBROOK SCHOOL       "	"I "	400.00	353.97	88.49	87.55	0.93
"21"	"4255"	"085"	"MERCER    "	"PRINCETON REGIONAL"	"J. WITHERSPOON MIDDLE    "	"I "	1438.00	1314.43	91.40	87.55	3.85
"21"	"4255"	"090"	"MERCER    "	"PRINCETON REGIONAL"	"RIVERSIDE                "	"I "	269.00	249.97	92.92	87.55	5.37
"21"	"4255"	"110"	"MERCER    "	"PRINCETON REGIONAL"	"COMMUNITY PARK           "	"I "	333.00	279.06	83.80	87.55	-3.74
"21"	"5210"	"   "	"MERCER    "	"TRENTON"	""	"A "	12148.00	4418.78	36.37	51.53	-15.16
"21"	"5210"	"030"	"MERCER    "	"TRENTON"	"DAYLIGHT/TWILIGHT PROGRAM"	"A "	45.00	22.00	48.90	51.53	-2.63
"21"	"5210"	"050"	"MERCER    "	"TRENTON"	"TRENTON CENTRAL HIGH"	"A "	654.00	305.88	46.77	51.53	-4.76
"21"	"5210"	"051"	"MERCER    "	"TRENTON"	"TRENTON CENTRAL HS WEST"	"A "	270.00	194.08	71.88	51.53	20.34
"21"	"5210"	"080"	"MERCER    "	"TRENTON"	"HEDGEPETH-WILLIAMS M.S.  "	"A "	1250.00	479.95	38.39	51.53	-13.13
"21"	"5210"	"100"	"MERCER    "	"TRENTON"	"GRACE A DUNN MIDDLE SCH  "	"A "	1516.00	512.05	33.77	51.53	-17.75
"21"	"5210"	"160"	"MERCER    "	"TRENTON"	"CADWALADER               "	"A "	259.00	95.00	36.68	51.53	-14.85
"21"	"5210"	"170"	"MERCER    "	"TRENTON"	"COLUMBUS                 "	"A "	395.00	160.94	40.74	51.53	-10.78
"21"	"5210"	"190"	"MERCER    "	"TRENTON"	"FRANKLIN                 "	"A "	589.00	276.95	47.02	51.53	-4.51
"21"	"5210"	"200"	"MERCER    "	"TRENTON"	"GRANT                    "	"A "	540.00	162.99	30.18	51.53	-21.35
"21"	"5210"	"210"	"MERCER    "	"TRENTON"	"GREGORY                  "	"A "	616.00	162.09	26.31	51.53	-25.22
"21"	"5210"	"230"	"MERCER    "	"TRENTON"	"JEFFERSON                "	"A "	467.00	140.99	30.19	51.53	-21.34
"21"	"5210"	"235"	"MERCER    "	"TRENTON"	"JOYCE KILMER             "	"A "	837.00	254.87	30.45	51.53	-21.08
"21"	"5210"	"240"	"MERCER    "	"TRENTON"	"LUIS MUNOZ-RIVERA ELEM   "	"A "	51.00	12.01	23.54	51.53	-27.98
"21"	"5210"	"250"	"MERCER    "	"TRENTON"	"MONUMENT                 "	"A "	576.00	187.05	32.47	51.53	-19.06
"21"	"5210"	"260"	"MERCER    "	"TRENTON"	"MOTT                     "	"A "	447.00	222.03	49.67	51.53	-1.86
"21"	"5210"	"265"	"MERCER    "	"TRENTON"	"P.J. HILL                "	"A "	785.00	272.98	34.77	51.53	-16.76
