"ID"	"grade"	"cnty"	"dist"	"schl"	"cntyname"	"distname"	"schlname"	"DFG"	"valscllang"	"pplang"	"plang"	"aplang"	"mnscllang"	"paplang"	"paplangnum"	"valsclmath"	"ppmath"	"pmath"	"apmath"	"mnsclmath"	"papmath"	"papmathnum"	"valsclsci"	"ppsci"	"psci"	"apsci"	"mnsclsci"	"papsci"	"papscinum"	"ttltstd"	"ttlpapnam"
4355	"4"	"39"	"1320"	"210"	"UNION     "	"ELIZABETH"	"NO 18 ROBERT MORRIS      "	"A "	"46"	"47.8"	"52.2"	"0.0"	"199.0"	52.20	24.01	"46"	"21.7"	"69.6"	"8.7"	"216.6"	78.30	36.01	"46"	"8.7"	"58.7"	"32.6"	"233.0"	"91.3"	"41.998"	138.00	102.02
4356	"4"	"39"	"1320"	"100"	"UNION     "	"ELIZABETH"	"NO 2 WINFIELD SCOTT      "	"A "	"46"	"60.9"	"39.1"	"0.0"	"190.5"	39.10	17.98	"46"	"39.1"	"56.5"	"4.3"	"200.9"	60.80	27.96	"46"	"15.2"	"71.7"	"13.0"	"218.1"	"84.7"	"38.962"	138.00	84.91
4357	"4"	"39"	"1320"	"190"	"UNION     "	"ELIZABETH"	"NO 16 MADISON MONROE     "	"A "	"52"	"71.2"	"28.8"	"0.0"	"190.0"	28.80	14.97	"52"	"36.5"	"48.1"	"15.4"	"211.3"	63.50	33.02	"52"	"15.4"	"53.8"	"30.8"	"226.0"	"84.6"	"43.992"	156.00	91.98
4358	"4"	"39"	"1320"	"290"	"UNION     "	"ELIZABETH"	"NO 26 DR. ORLANDO EDREIRA ACADEMY "	"A "	"54"	"22.2"	"68.5"	"9.3"	"214.1"	77.80	42.01	"54"	"9.3"	"35.2"	"55.6"	"252.0"	90.80	49.03	"54"	"7.4"	"38.9"	"53.7"	"246.4"	"92.6"	"50.004"	162.00	141.04
4359	"4"	"39"	"1320"	"230"	"UNION     "	"ELIZABETH"	"NO 20 JOHN MARSHALL      "	"A "	"55"	"80.0"	"20.0"	"0.0"	"182.0"	20.00	11.00	"55"	"67.3"	"30.9"	"1.8"	"185.5"	32.70	17.98	"55"	"32.7"	"60.0"	"7.3"	"202.9"	"67.3"	"37.015"	165.00	66.00
4360	"4"	"39"	"1320"	"280"	"UNION     "	"ELIZABETH"	"NO 25 CHARLES HUDSON     "	"A "	"60"	"63.3"	"36.7"	"0.0"	"191.3"	36.70	22.02	"60"	"31.7"	"56.7"	"11.7"	"211.3"	68.40	41.04	"60"	"15.0"	"63.3"	"21.7"	"223.2"	"85"	"51"	180.00	114.06
4361	"4"	"39"	"1320"	"110"	"UNION     "	"ELIZABETH"	"NO 3 NICHOLAS S. LACORTE PETERSTOWN ES        "	"A "	"61"	"72.1"	"27.9"	"0.0"	"187.9"	27.90	17.01	"61"	"37.7"	"47.5"	"14.8"	"210.6"	62.30	38.00	"61"	"14.8"	"70.5"	"14.8"	"220.6"	"85.3"	"52.033"	183.00	107.05
4362	"4"	"39"	"1320"	"260"	"UNION     "	"ELIZABETH"	"NO 23 N M BUTLER         "	"A "	"67"	"67.2"	"32.8"	"0.0"	"187.8"	32.80	21.97	"67"	"43.3"	"50.7"	"6.0"	"201.7"	56.70	37.98	"67"	"28.4"	"59.7"	"11.9"	"211.3"	"71.6"	"47.972"	201.00	107.93
4363	"4"	"39"	"1320"	"035"	"UNION     "	"ELIZABETH"	"NO 4 JOHN BATTIN ES"	"A "	"68"	"79.4"	"20.6"	"0.0"	"185.3"	20.60	14.00	"68"	"30.9"	"57.4"	"11.8"	"208.0"	69.20	47.05	"68"	"23.5"	"61.8"	"14.7"	"216.5"	"76.5"	"52.02"	204.00	113.08
4364	"4"	"39"	"1320"	"300"	"UNION     "	"ELIZABETH"	"NO 5 MABEL G HOLMES ES"	"A "	"72"	"55.6"	"43.1"	"1.4"	"193.5"	44.50	32.04	"72"	"27.8"	"56.9"	"15.3"	"214.4"	72.20	51.98	"72"	"11.1"	"61.1"	"27.8"	"226.8"	"88.9"	"64.008"	216.00	148.03
4365	"4"	"39"	"1320"	"120"	"UNION     "	"ELIZABETH"	"NO 6 TOUSSAINT LOUVERTURE-MARQUIS DE LAFAYETTE    "	"A "	"72"	"65.3"	"34.7"	"0.0"	"192.2"	34.70	24.98	"73"	"34.2"	"46.6"	"19.2"	"214.4"	65.80	48.03	"73"	"16.4"	"61.6"	"21.9"	"222.2"	"83.5"	"60.955"	218.00	133.97
4366	"4"	"39"	"1320"	"295"	"UNION     "	"ELIZABETH"	"DR. ALBERT EINSTEIN ACADEMY"	"A "	"75"	"45.3"	"53.3"	"1.3"	"201.6"	54.60	40.95	"75"	"18.7"	"53.3"	"28.0"	"232.1"	81.30	60.97	"75"	"5.3"	"60.0"	"34.7"	"235.4"	"94.7"	"71.025"	225.00	172.95
4367	"4"	"39"	"1320"	"150"	"UNION     "	"ELIZABETH"	"NO 12 ELMORA             "	"A "	"77"	"57.1"	"42.9"	"0.0"	"194.1"	42.90	33.03	"77"	"20.8"	"53.2"	"26.0"	"224.6"	79.20	60.98	"76"	"11.8"	"63.2"	"25.0"	"227.1"	"88.2"	"67.032"	230.00	161.04
4368	"4"	"39"	"1320"	"305"	"UNION     "	"ELIZABETH"	"NO 30 RONALD REAGAN ACADEMY"	"A "	"77"	"68.8"	"31.2"	"0.0"	"187.2"	31.20	24.02	"77"	"40.3"	"50.6"	"9.1"	"207.1"	59.70	45.96	"77"	"18.2"	"75.3"	"6.5"	"216.8"	"81.8"	"62.986"	231.00	132.97
4369	"4"	"39"	"1320"	"170"	"UNION     "	"ELIZABETH"	"NO 14 A LINCOLN          "	"A "	"78"	"32.1"	"65.4"	"2.6"	"206.4"	68.00	53.04	"78"	"20.5"	"43.6"	"35.9"	"226.9"	79.50	62.01	"78"	"9.0"	"47.4"	"43.6"	"238.3"	"91"	"70.98"	234.00	186.03
4370	"4"	"39"	"1320"	"220"	"UNION     "	"ELIZABETH"	"NO 19 WOODROW WILSON     "	"A "	"78"	"55.1"	"43.6"	"1.3"	"194.7"	44.90	35.02	"78"	"28.2"	"56.4"	"15.4"	"212.6"	71.80	56.00	"78"	"21.8"	"62.8"	"15.4"	"217.3"	"78.2"	"60.996"	234.00	152.02
4371	"4"	"39"	"1320"	"315"	"UNION     "	"ELIZABETH"	"DUARTE-MARTI SCHOOL"	"A "	"81"	"67.9"	"30.9"	"1.2"	"190.7"	32.10	26.00	"81"	"29.6"	"48.1"	"22.2"	"216.2"	70.30	56.94	"81"	"21.0"	"64.2"	"14.8"	"218.3"	"79"	"63.99"	243.00	146.93
4372	"4"	"39"	"1320"	"180"	"UNION     "	"ELIZABETH"	"NO 15 C COLUMBUS         "	"A "	"85"	"58.8"	"41.2"	"0.0"	"191.5"	41.20	35.02	"84"	"28.6"	"48.8"	"22.6"	"216.0"	71.40	59.97	"85"	"18.8"	"67.1"	"14.1"	"218.3"	"81.2"	"69.02"	254.00	164.01
4373	"4"	"39"	"1320"	"310"	"UNION     "	"ELIZABETH"	"DR. ANTONIA PANTOJA SCHOOL"	"A "	"91"	"58.2"	"41.8"	"0.0"	"192.1"	41.80	38.03	"93"	"33.3"	"44.1"	"22.6"	"216.2"	66.70	62.03	"93"	"18.3"	"53.8"	"28.0"	"223.6"	"81.8"	"76.074"	277.00	176.14
4374	"4"	"39"	"1710"	"   "	"UNION     "	"GARWOOD BORO"	""	"DE"	"32"	"40.6"	"59.4"	"0.0"	"199.5"	59.40	19.00	"32"	"25.0"	"43.8"	"31.3"	"223.2"	75.10	24.03	"32"	"6.3"	"40.6"	"53.1"	"245.3"	"93.7"	"29.984"	96.00	73.02
4375	"4"	"39"	"1710"	"050"	"UNION     "	"GARWOOD BORO"	"LINCOLN/FRANKLIN         "	"DE"	"32"	"40.6"	"59.4"	"0.0"	"199.5"	59.40	19.00	"32"	"25.0"	"43.8"	"31.3"	"223.2"	75.10	24.03	"32"	"6.3"	"40.6"	"53.1"	"245.3"	"93.7"	"29.984"	96.00	73.02
4376	"4"	"39"	"2190"	"   "	"UNION     "	"HILLSIDE TOWNSHIP"	""	"CD"	"257"	"53.3"	"46.7"	"0.0"	"195.2"	46.70	120.01	"258"	"29.1"	"52.3"	"18.6"	"215.2"	70.90	182.92	"258"	"10.9"	"63.2"	"26.0"	"228.1"	"89.2"	"230.136"	773.00	533.07
4377	"4"	"39"	"2190"	"080"	"UNION     "	"HILLSIDE TOWNSHIP"	"HURDEN LOOKER            "	"CD"	"257"	"53.3"	"46.7"	"0.0"	"195.2"	46.70	120.01	"258"	"29.1"	"52.3"	"18.6"	"215.2"	70.90	182.92	"258"	"10.9"	"63.2"	"26.0"	"228.1"	"89.2"	"230.136"	773.00	533.07
4378	"4"	"39"	"2420"	"   "	"UNION     "	"KENILWORTH"	""	"DE"	"78"	"46.2"	"51.3"	"2.6"	"199.2"	53.90	42.04	"78"	"28.2"	"52.6"	"19.2"	"215.1"	71.80	56.00	"78"	"11.5"	"65.4"	"23.1"	"226.8"	"88.5"	"69.03"	234.00	167.07
4379	"4"	"39"	"2420"	"050"	"UNION     "	"KENILWORTH"	"HARDING                  "	"DE"	"78"	"46.2"	"51.3"	"2.6"	"199.2"	53.90	42.04	"78"	"28.2"	"52.6"	"19.2"	"215.1"	71.80	56.00	"78"	"11.5"	"65.4"	"23.1"	"226.8"	"88.5"	"69.03"	234.00	167.07
4380	"4"	"39"	"2660"	"080"	"UNION     "	"LINDEN"	"NUMBER 1                 "	"B "	"102"	"58.8"	"39.2"	"2.0"	"193.4"	41.20	42.02	"102"	"34.3"	"46.1"	"19.6"	"216.3"	65.70	67.01	"103"	"13.6"	"63.1"	"23.3"	"225.4"	"86.4"	"88.992"	307.00	198.03
4381	"4"	"39"	"2660"	"170"	"UNION     "	"LINDEN"	"NO 10 HIGHLAND AVENUE    "	"B "	"33"	"72.7"	"27.3"	"0.0"	"182.2"	27.30	9.00	"33"	"45.5"	"39.4"	"15.2"	"203.5"	54.60	18.01	"33"	"18.2"	"54.5"	"27.3"	"222.6"	"81.8"	"26.994"	99.00	54.02
4382	"4"	"39"	"2660"	"090"	"UNION     "	"LINDEN"	"NUMBER 2                 "	"B "	"41"	"48.8"	"51.2"	"0.0"	"198.4"	51.20	20.99	"41"	"31.7"	"43.9"	"24.4"	"215.4"	68.30	28.00	"41"	"7.3"	"73.2"	"19.5"	"224.8"	"92.7"	"38.007"	123.00	87.00
4383	"4"	"39"	"2660"	"   "	"UNION     "	"LINDEN"	""	"B "	"423"	"57.2"	"42.1"	"0.7"	"192.9"	42.80	181.04	"427"	"30.4"	"47.5"	"22.0"	"216.7"	69.50	296.76	"428"	"14.0"	"58.9"	"27.1"	"227.0"	"86"	"368.08"	1278.00	845.88
4384	"4"	"39"	"2660"	"130"	"UNION     "	"LINDEN"	"NUMBER 6                 "	"B "	"42"	"57.1"	"42.9"	"0.0"	"191.2"	42.90	18.01	"43"	"25.6"	"51.2"	"23.3"	"219.4"	74.50	32.03	"43"	"14.0"	"58.1"	"27.9"	"229.7"	"86"	"36.98"	128.00	87.03
4385	"4"	"39"	"2660"	"150"	"UNION     "	"LINDEN"	"NUMBER 8                 "	"B "	"64"	"60.9"	"39.1"	"0.0"	"190.2"	39.10	25.02	"64"	"29.7"	"46.9"	"23.4"	"220.8"	70.30	44.99	"64"	"10.9"	"59.4"	"29.7"	"230.6"	"89.1"	"57.024"	192.00	127.04
4386	"4"	"39"	"2660"	"160"	"UNION     "	"LINDEN"	"NUMBER 9 DEERFIELD TERR  "	"B "	"62"	"38.7"	"59.7"	"1.6"	"200.6"	61.30	38.00	"65"	"15.4"	"43.1"	"41.5"	"231.1"	84.60	54.99	"65"	"13.8"	"49.2"	"36.9"	"228.9"	"86.1"	"55.965"	192.00	148.96
4387	"4"	"39"	"2660"	"115"	"UNION     "	"LINDEN"	"NUMBER  FOUR "	"B "	"79"	"64.6"	"35.4"	"0.0"	"190.8"	35.40	27.96	"79"	"34.2"	"57.0"	"8.9"	"206.7"	65.90	52.06	"79"	"19.0"	"55.7"	"25.3"	"226.0"	"81"	"63.99"	237.00	144.01
4388	"4"	"39"	"3470"	"   "	"UNION     "	"MOUNTAINSIDE BORO"	""	"I "	"94"	"25.5"	"58.5"	"16.0"	"215.8"	74.50	70.03	"94"	"3.2"	"39.4"	"57.4"	"255.0"	96.80	90.99	"94"	"2.1"	"30.9"	"67.0"	"260.5"	"97.9"	"92.026"	282.00	253.04
4389	"4"	"39"	"3470"	"030"	"UNION     "	"MOUNTAINSIDE BORO"	"DEERFIELD ELEMENTARY     "	"I "	"94"	"25.5"	"58.5"	"16.0"	"215.8"	74.50	70.03	"94"	"3.2"	"39.4"	"57.4"	"255.0"	96.80	90.99	"94"	"2.1"	"30.9"	"67.0"	"260.5"	"97.9"	"92.026"	282.00	253.04
4390	"4"	"39"	"3560"	"   "	"UNION     "	"NEW PROVIDENCE"	""	"I "	"174"	"21.3"	"68.4"	"10.3"	"216.2"	78.70	136.93	"174"	"4.6"	"32.8"	"62.6"	"257.4"	95.40	165.99	"174"	"1.1"	"26.4"	"72.4"	"262.9"	"98.8"	"171.912"	522.00	474.84
4391	"4"	"39"	"3560"	"055"	"UNION     "	"NEW PROVIDENCE"	"ALLEN W. ROBERTS         "	"I "	"80"	"23.8"	"60.0"	"16.3"	"217.1"	76.30	61.04	"80"	"7.5"	"35.0"	"57.5"	"256.1"	92.50	74.00	"80"	"1.3"	"30.0"	"68.8"	"261.3"	"98.8"	"79.04"	240.00	214.08
4392	"4"	"39"	"3560"	"090"	"UNION     "	"NEW PROVIDENCE"	"SALT BROOK               "	"I "	"94"	"19.1"	"75.5"	"5.3"	"215.5"	80.80	75.95	"94"	"2.1"	"30.9"	"67.0"	"258.5"	97.90	92.02	"94"	"1.1"	"23.4"	"75.5"	"264.3"	"98.9"	"92.966"	282.00	260.94
4393	"4"	"39"	"4160"	"110"	"UNION     "	"PLAINFIELD"	"CLINTON                  "	"B "	"27"	"40.7"	"51.9"	"7.4"	"201.0"	59.30	16.01	"27"	"14.8"	"51.9"	"33.3"	"232.0"	85.20	23.00	"27"	"18.5"	"40.7"	"40.7"	"233.6"	"81.4"	"21.978"	81.00	60.99
4394	"4"	"39"	"4160"	"080"	"UNION     "	"PLAINFIELD"	"DEWITT D. BARLOW         "	"B "	"29"	"65.5"	"34.5"	"0.0"	"196.3"	34.50	10.00	"29"	"31.0"	"55.2"	"13.8"	"217.3"	69.00	20.01	"29"	"10.3"	"69.0"	"20.7"	"227.8"	"89.7"	"26.013"	87.00	56.02
4395	"4"	"39"	"4160"	"190"	"UNION     "	"PLAINFIELD"	"WOODLAND                 "	"B "	"31"	"58.1"	"41.9"	"0.0"	"193.6"	41.90	12.98	"31"	"48.4"	"41.9"	"9.7"	"198.6"	51.60	15.99	"31"	"19.4"	"54.8"	"25.8"	"221.5"	"80.6"	"24.986"	93.00	53.97
4396	"4"	"39"	"4160"	"120"	"UNION     "	"PLAINFIELD"	"FREDERIC W. COOK         "	"B "	"37"	"51.4"	"45.9"	"2.7"	"198.8"	48.60	17.98	"37"	"27.0"	"54.1"	"18.9"	"217.5"	73.00	27.01	"37"	"10.8"	"43.2"	"45.9"	"235.9"	"89.1"	"32.967"	111.00	77.95
4397	"4"	"39"	"4160"	"170"	"UNION     "	"PLAINFIELD"	"CHARLES H. STILLMAN      "	"B "	"42"	"78.6"	"21.4"	"0.0"	"179.3"	21.40	8.98	"42"	"50.0"	"50.0"	"0.0"	"195.3"	50.00	21.00	"42"	"26.2"	"71.4"	"2.4"	"208.3"	"73.8"	"30.996"	126.00	60.98
4398	"4"	"39"	"4160"	"   "	"UNION     "	"PLAINFIELD"	""	"B "	"480"	"67.1"	"31.9"	"1.0"	"187.3"	32.90	157.92	"479"	"44.9"	"43.0"	"12.1"	"203.8"	55.10	263.92	"479"	"21.3"	"58.2"	"20.5"	"219.8"	"78.7"	"376.973"	1438.00	798.82
4399	"4"	"39"	"4160"	"150"	"UNION     "	"PLAINFIELD"	"JEFFERSON                "	"B "	"55"	"70.9"	"29.1"	"0.0"	"184.7"	29.10	16.00	"55"	"54.5"	"38.2"	"7.3"	"194.2"	45.50	25.02	"55"	"25.5"	"54.5"	"20.0"	"217.4"	"74.5"	"40.975"	165.00	82.00
4400	"4"	"39"	"4160"	"130"	"UNION     "	"PLAINFIELD"	"EMERSON                  "	"B "	"58"	"56.9"	"41.4"	"1.7"	"189.7"	43.10	24.99	"57"	"35.1"	"45.6"	"19.3"	"214.6"	64.90	36.99	"57"	"21.1"	"59.6"	"19.3"	"221.0"	"78.9"	"44.973"	172.00	106.96
4401	"4"	"39"	"4160"	"180"	"UNION     "	"PLAINFIELD"	"WASHINGTON               "	"B "	"60"	"78.3"	"21.7"	"0.0"	"182.9"	21.70	13.02	"60"	"51.7"	"41.7"	"6.7"	"200.1"	48.40	29.04	"60"	"18.3"	"66.7"	"15.0"	"219.0"	"81.7"	"49.02"	180.00	91.08
4402	"4"	"39"	"4160"	"100"	"UNION     "	"PLAINFIELD"	"CEDARBROOK               "	"B "	"69"	"71.0"	"27.5"	"1.4"	"178.3"	28.90	19.94	"69"	"59.4"	"34.8"	"5.8"	"189.3"	40.60	28.01	"69"	"26.1"	"62.3"	"11.6"	"212.5"	"73.9"	"50.991"	207.00	98.94
4403	"4"	"39"	"4160"	"140"	"UNION     "	"PLAINFIELD"	"EVERGREEN                "	"B "	"72"	"75.0"	"25.0"	"0.0"	"186.8"	25.00	18.00	"72"	"47.2"	"36.1"	"16.7"	"203.5"	52.80	38.01	"72"	"25.0"	"52.8"	"22.2"	"217.4"	"75"	"54"	216.00	110.01
4404	"4"	"39"	"4290"	"   "	"UNION     "	"RAHWAY"	""	"CD"	"261"	"53.3"	"46.0"	"0.8"	"196.1"	46.80	122.14	"261"	"20.7"	"55.6"	"23.8"	"222.9"	79.40	207.23	"261"	"5.7"	"71.3"	"23.0"	"229.8"	"94.3"	"246.123"	783.00	575.50
4405	"4"	"39"	"4290"	"110"	"UNION     "	"RAHWAY"	"MADISON                  "	"CD"	"40"	"60.0"	"37.5"	"2.5"	"196.6"	40.00	16.00	"40"	"25.0"	"60.0"	"15.0"	"215.5"	75.00	30.00	"40"	"10.0"	"65.0"	"25.0"	"229.1"	"90"	"36"	120.00	82.00
4406	"4"	"39"	"4290"	"090"	"UNION     "	"RAHWAY"	"GROVER CLEVELAND         "	"CD"	"48"	"54.2"	"45.8"	"0.0"	"196.3"	45.80	21.98	"48"	"20.8"	"58.3"	"20.8"	"223.0"	79.10	37.96	"48"	"6.3"	"70.8"	"22.9"	"228.8"	"93.7"	"44.976"	144.00	104.92
4407	"4"	"39"	"4290"	"080"	"UNION     "	"RAHWAY"	"FRANKLIN                 "	"CD"	"84"	"50.0"	"48.8"	"1.2"	"197.9"	50.00	42.00	"84"	"15.5"	"54.8"	"29.8"	"227.4"	84.60	71.06	"84"	"4.8"	"67.9"	"27.4"	"231.3"	"95.3"	"80.052"	252.00	193.11
4408	"4"	"39"	"4290"	"120"	"UNION     "	"RAHWAY"	"ROOSEVELT                "	"CD"	"89"	"52.8"	"47.2"	"0.0"	"194.1"	47.20	42.00	"89"	"23.6"	"52.8"	"23.6"	"222.0"	76.40	67.99	"89"	"4.5"	"77.5"	"18.0"	"229.1"	"95.5"	"84.995"	267.00	194.99
4409	"4"	"39"	"4540"	"040"	"UNION     "	"ROSELLE BOROUGH"	"LEONARD V. MOORE         "	"B "																						0.00	0.00
4410	"4"	"39"	"4540"	"   "	"UNION     "	"ROSELLE BOROUGH"	""	"B "	"185"	"53.0"	"47.0"	"0.0"	"196.4"	47.00	86.95	"185"	"30.3"	"54.6"	"15.1"	"213.8"	69.70	128.94	"184"	"9.8"	"63.6"	"26.6"	"230.0"	"90.2"	"165.968"	554.00	381.86
4411	"4"	"39"	"4540"	"020"	"UNION     "	"ROSELLE BOROUGH"	"HARRISON E.S. "	"B "	"49"	"38.8"	"61.2"	"0.0"	"202.1"	61.20	29.98	"49"	"8.2"	"63.3"	"28.6"	"234.1"	91.90	45.03	"49"	"0.0"	"51.0"	"49.0"	"247.4"	"100"	"49"	147.00	124.01
4412	"4"	"39"	"4540"	"030"	"UNION     "	"ROSELLE BOROUGH"	"DR. CHARLES C. POLK "	"B "	"65"	"55.4"	"44.6"	"0.0"	"195.6"	44.60	28.99	"65"	"47.7"	"46.2"	"6.2"	"200.6"	52.40	34.06	"64"	"18.8"	"59.4"	"21.9"	"222.9"	"81.3"	"52.032"	194.00	115.08
4413	"4"	"39"	"4540"	"050"	"UNION     "	"ROSELLE BOROUGH"	"WASHINGTON E.S. "	"B "	"70"	"60.0"	"40.0"	"0.0"	"193.8"	40.00	28.00	"70"	"30.0"	"55.7"	"14.3"	"211.9"	70.00	49.00	"70"	"8.6"	"75.7"	"15.7"	"224.1"	"91.4"	"63.98"	210.00	140.98
4414	"4"	"39"	"4550"	"   "	"UNION     "	"ROSELLE PARK"	""	"DE"	"153"	"37.9"	"59.5"	"2.6"	"204.3"	62.10	95.01	"153"	"20.9"	"51.0"	"28.1"	"227.6"	79.10	121.02	"153"	"3.9"	"44.4"	"51.6"	"247.3"	"96"	"146.88"	459.00	362.91
4415	"4"	"39"	"4550"	"060"	"UNION     "	"ROSELLE PARK"	"ERNEST J FINIZIO-ALDENE  "	"DE"	"41"	"29.3"	"65.9"	"4.9"	"210.5"	70.80	29.02	"41"	"0.0"	"43.9"	"56.1"	"256.3"	100.00	41.00	"41"	"0.0"	"36.6"	"63.4"	"257.3"	"100"	"41"	123.00	111.02
4416	"4"	"39"	"4550"	"080"	"UNION     "	"ROSELLE PARK"	"ROBERT GORDON            "	"DE"	"48"	"45.8"	"54.2"	"0.0"	"198.8"	54.20	26.01	"48"	"29.2"	"52.1"	"18.8"	"214.8"	70.90	34.03	"48"	"8.3"	"52.1"	"39.6"	"236.3"	"91.7"	"44.016"	144.00	104.06
4417	"4"	"39"	"4550"	"090"	"UNION     "	"ROSELLE PARK"	"SHERMAN                  "	"DE"	"64"	"37.5"	"59.4"	"3.1"	"204.4"	62.50	40.00	"64"	"28.1"	"54.7"	"17.2"	"218.8"	71.90	46.01	"64"	"3.1"	"43.8"	"53.1"	"249.2"	"96.9"	"62.016"	192.00	148.03
4418	"4"	"39"	"4670"	"085"	"UNION     "	"SCOTCH PLAINS-FANWOOD REG"	"J. ACKERMAN COLES E.S. "	"I "	"108"	"25.9"	"64.8"	"9.3"	"214.5"	74.10	80.02	"108"	"5.6"	"37.0"	"57.4"	"252.8"	94.40	101.95	"108"	"1.9"	"47.2"	"50.9"	"251.9"	"98.1"	"105.948"	324.00	287.92
4419	"4"	"39"	"4670"	"   "	"UNION     "	"SCOTCH PLAINS-FANWOOD REG"	""	"I "	"443"	"26.6"	"67.3"	"6.1"	"212.2"	73.40	325.16	"443"	"6.3"	"40.9"	"52.8"	"249.3"	93.70	415.09	"443"	"4.1"	"40.9"	"55.1"	"250.8"	"96"	"425.28"	1329.00	1165.53
4420	"4"	"39"	"4670"	"080"	"UNION     "	"SCOTCH PLAINS-FANWOOD REG"	"HOWARD B. BRUNNER E.S. "	"I "	"72"	"31.9"	"58.3"	"9.7"	"211.3"	68.00	48.96	"72"	"4.2"	"41.7"	"54.2"	"248.4"	95.90	69.04	"72"	"2.8"	"47.2"	"50.0"	"247.1"	"97.2"	"69.984"	216.00	187.99
4421	"4"	"39"	"4670"	"070"	"UNION     "	"SCOTCH PLAINS-FANWOOD REG"	"SCHOOL #1 E.S. "	"I "	"78"	"25.6"	"69.2"	"5.1"	"211.9"	74.30	57.95	"78"	"7.7"	"34.6"	"57.7"	"250.1"	92.30	71.99	"78"	"7.7"	"33.3"	"59.0"	"252.0"	"92.3"	"71.994"	234.00	201.94
4422	"4"	"39"	"4670"	"090"	"UNION     "	"SCOTCH PLAINS-FANWOOD REG"	"EVERGREEN E.S. "	"I "	"89"	"19.1"	"77.5"	"3.4"	"213.8"	80.90	72.00	"89"	"6.7"	"43.8"	"49.4"	"250.3"	93.20	82.94	"89"	"3.4"	"32.6"	"64.0"	"254.3"	"96.6"	"85.974"	267.00	240.92
4423	"4"	"39"	"4670"	"105"	"UNION     "	"SCOTCH PLAINS-FANWOOD REG"	"WILLIAM J. MCGINN E.S. "	"I "	"96"	"31.3"	"65.6"	"3.1"	"209.1"	68.70	65.95	"96"	"7.3"	"46.9"	"45.8"	"244.6"	92.70	88.99	"96"	"5.2"	"42.7"	"52.1"	"248.2"	"94.8"	"91.008"	288.00	245.95
4424	"4"	"39"	"5000"	"   "	"UNION     "	"SPRINGFIELD TWP"	""	"GH"	"149"	"28.2"	"67.8"	"4.0"	"209.6"	71.80	106.98	"150"	"8.0"	"40.7"	"51.3"	"247.0"	92.00	138.00	"150"	"3.3"	"32.7"	"64.0"	"256.2"	"96.7"	"145.05"	449.00	390.03
4425	"4"	"39"	"5000"	"090"	"UNION     "	"SPRINGFIELD TWP"	"THELMA L SANDMEIER"	"GH"	"73"	"35.6"	"63.0"	"1.4"	"204.1"	64.40	47.01	"74"	"12.2"	"43.2"	"44.6"	"239.9"	87.80	64.97	"74"	"4.1"	"40.5"	"55.4"	"250.4"	"95.9"	"70.966"	221.00	182.95
4426	"4"	"39"	"5000"	"070"	"UNION     "	"SPRINGFIELD TWP"	"JAMES CALDWELL"	"GH"	"76"	"21.1"	"72.4"	"6.6"	"214.8"	79.00	60.04	"76"	"3.9"	"38.2"	"57.9"	"253.8"	96.10	73.03	"76"	"2.6"	"25.0"	"72.4"	"261.9"	"97.4"	"74.024"	228.00	207.10
4427	"4"	"39"	"5090"	"   "	"UNION     "	"SUMMIT CITY"	""	"I "	"332"	"17.8"	"66.6"	"15.7"	"220.4"	82.30	273.23	"333"	"8.1"	"32.1"	"59.8"	"253.5"	91.90	306.02	"332"	"3.0"	"31.6"	"65.4"	"258.5"	"97"	"322.04"	997.00	901.30
4428	"4"	"39"	"5090"	"090"	"UNION     "	"SUMMIT CITY"	"JEFFERSON ELEM SCH       "	"I "	"44"	"50.0"	"50.0"	"0.0"	"198.5"	50.00	22.00	"44"	"27.3"	"31.8"	"40.9"	"230.2"	72.70	31.98	"43"	"11.6"	"46.5"	"41.9"	"241.3"	"88.4"	"38.012"	131.00	92.00
4429	"4"	"39"	"5090"	"120"	"UNION     "	"SUMMIT CITY"	"WASHINGTON ELEM SCH      "	"I "	"63"	"11.1"	"61.9"	"27.0"	"228.6"	88.90	56.00	"63"	"7.9"	"22.2"	"69.8"	"258.4"	92.00	57.96	"63"	"3.2"	"36.5"	"60.3"	"257.4"	"96.8"	"60.984"	189.00	174.95
4430	"4"	"39"	"5090"	"100"	"UNION     "	"SUMMIT CITY"	"LINCOLN-HUBBARD ELEM SCH "	"I "	"73"	"12.3"	"71.2"	"16.4"	"224.3"	87.60	63.94	"73"	"5.5"	"28.8"	"65.8"	"258.0"	94.60	69.05	"73"	"2.7"	"23.3"	"74.0"	"262.9"	"97.3"	"71.029"	219.00	204.03
4431	"4"	"39"	"5090"	"070"	"UNION     "	"SUMMIT CITY"	"BRAYTON ELEM SCH         "	"I "	"76"	"14.5"	"72.4"	"13.2"	"221.7"	85.60	65.05	"76"	"2.6"	"36.8"	"60.5"	"257.7"	97.30	73.94	"76"	"1.3"	"30.3"	"68.4"	"259.4"	"98.7"	"75.012"	228.00	214.01
4432	"4"	"39"	"5090"	"080"	"UNION     "	"SUMMIT CITY"	"FRANKLIN ELEM SCH        "	"I "	"76"	"13.2"	"69.7"	"17.1"	"221.3"	86.80	65.96	"77"	"5.2"	"39.0"	"55.8"	"254.4"	94.80	72.99	"77"	"0.0"	"28.6"	"71.4"	"263.6"	"100"	"77"	230.00	215.96
